tweet_id,lang,tweet_text,date,metrics
1189496706947256321,de,b'Kasachstan und die Schweiz wollen die bestehenden Handelsbeziehungen ausbauen. Regierungsvertreter beider Lnder haben mgliche Chancen in Bern diskutiert. \nErfahren Sie mehr:\n\nhttps://t.co/KfxEbFReIY',2019-10-30 10:58:09+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
1187738857053343744,de,b'Der Vorstandsausschuss von economiesuisse sagt vorbehaltlos Nein zur #Kndigungsinitiative. Fr den Abstimmungskampf steht eine breit abgesttzte Nein-Allianz bereit  mit Beteiligung des Wirtschaftsdachverbands.\nhttps://t.co/tXKblG3ztm',2019-10-25 14:33:05+00:00,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}"
1186174203625721858,de,b'Am Samstag hat das britische Parlament seinen Entscheid ber den #BrexitDeal verschoben. Damit steigt die Wahrscheinlichkeit fr eine erneute Verschiebung des EU-Austritts und die Unsicherheiten halten an.\nErfahren Sie darber.  #Brexitcast \nhttps://t.co/S4j7tsrlCE',2019-10-21 06:55:42+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
1185212464939655169,de,b'Kurz vor Ablauf der Austrittsfrist konnten sich die britische Regierung und die EU auf einen Austrittsvertrag einigen.\nErfahren Sie wie eine Zustimmung den Weg fr ein #Handelsabkommen zwischen der Schweiz und Grossbritannien ebnet. #BrexitDealDone \nhttps://t.co/HgLC4mAVqG',2019-10-18 15:14:06+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
1184151420766957568,de,b'Die Aussenpolitische Kommission des #Stnderats empfiehlt ohne Gegenstimme das #Freihandelsabkommen mit #Indonesien anzunehmen. economiesuisse begrsst diesen Entscheid.\nErfahren Sie wie hier ansssige Firmen von diesem profitieren knnen.\nhttps://t.co/zJHiTRqqQv',2019-10-15 16:57:53+00:00,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}"
1182226023703879681,de,b'Die EU-Finanzminister haben die Schweiz von der grauen Liste gestrichen. Mit der angenommenen #Steuerreform konnte der #EUSteuerstreit beendet werden. Dank kantonalen Umsetzungsprojekten bleibt die Schweiz einer der attraktivsten #Steuerstandorte. https://t.co/DTiijfLyTl',2019-10-10 09:27:03+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
1181966561369874432,de,b'Die Tendenz zur Verschlechterung der #Wettbewerbsfaehigkeit darf nicht auf die leichte Schulter genommen werden. schreibt Rudolf Minsch zum #WEF #CompetitivenessReport. \nErfahren Sie vor welchen Herausforderungen das neue #Parlament stehen wird. \nhttps://t.co/8hsahXsFpH',2019-10-09 16:16:02+00:00,"{'retweet_count': 8, 'reply_count': 2, 'like_count': 10, 'quote_count': 2}"
1181941681958129664,de,b'Die IHK Schwarzwald-Baar-Heuberg und @economiesuisse vertraten in Berlin das grenzberschreitende Wirtschaftsbndnis zum Ausbau der Schienenachse Stuttgart-Zrich. Medienmitteilung: https://t.co/sTXNqUx9Wc',2019-10-09 14:37:11+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
1181929162745028609,de,b'Die #OECD verffentlichte am 9. Oktober erste steuerpolitische Antworten auf die #Digitalisierung. Die konkreten Massnahmen erwecken den Eindruck dass der Verweis auf die Digitalisierung in erster Linie Politmarketing ist. Mehr erfahren!#OECDTaxTalks #G20 https://t.co/u7i5oudl2l',2019-10-09 13:47:26+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
1181611612756746241,de,b'Staatliche #Investitionskontrollen sind weder effektiv noch effizient sie schwchen den #Wirtschaftsstandort Schweiz. Diese Ansicht teilt auch die WAK-N. Sie lehnt einen entsprechenden Vorstoss deutlich ab.\nLesen Sie mehr dazu!\nhttps://t.co/gLqFEBJWrv',2019-10-08 16:45:36+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}"
1180094000189054978,de,b'Sustainable Finance ist in aller Munde denn seit einiger Zeit einwickelt sich eine starke Dynamik auf dem Markt fr nachhaltige Finanzdienstleistungen. Erfahren Sie im Artikel weshalb die Marktchancen von nachhaltig orientierten Unternehmen steigen. https://t.co/X1iWMop5Vr',2019-10-04 12:15:09+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
1179751564585705473,de,b'Was macht Unternehmen fit fr die Zukunft? Diese Frage wird am 31. Oktober im Rahmen des #Forum dem Treffen zur #nachhaltigen #Wirtschaft in der Schweiz diskutiert. \nErfahren Sie mehr darber und lesen Sie das Interview mit @NancyBocken \nhttps://t.co/RjA2XfWiZI',2019-10-03 13:34:26+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
1179409259580268544,de,b'Wen wunderts dass die #Weltkonjunktur lahmt? schreibt Rudolf Minsch Chefkonom von economiesuisse in seinem neusten Blogbeitrag. \nErfahren Sie weshalb die #WTO ihre Prognose fr 2019 halbiert. https://t.co/JklnSLkYL5',2019-10-02 14:54:14+00:00,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 1}"
1178698625284808711,de,b'Die Marktffnung wird uns helfen die Energiestrategie 2050 umzusetzen und die neuen erneuerbaren Energien besser zu vermarkten. findet Kurt Lanz. \nErfahren Sie warum die Strommarktffnung eine Notwendigkeit zur Umsetzung der Energiestrategie 2050 ist: https://t.co/isngwxdeui',2019-09-30 15:50:26+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
1177593231837716480,de,b'Nach Bundesrat und Nationalrat lehnen nun auch die Kantone die Kndigungsinitiative ab. economiesuisse ist erfreut ber diesen Entscheid. Fr einen starken Wirtschaftsstandort Schweiz sind die Bilateralen unverzichtbar. Mehr Infos finden Sie unter: https://t.co/L08BhrkSoI',2019-09-27 14:37:59+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
1177245138193723399,de,b'Die Schweiz glnzt vor allem dadurch dass unser Land im Bereich des Wissens gut abschneidet. findet Chefkonom Rudolf Minsch. Wie es um die digitale Wettbewerbsfhigkeit der Schweiz steht erfahren Sie im Blog. https://t.co/FfW6cMHn3O',2019-09-26 15:34:47+00:00,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}"
1177244848975425536,de,b'Der #Nationalrat hat heute mit 131 Ja- zu 46 Nein-Stimmen das #EFTA-#Freihandelsabkommen mit Indonesien angenommen. Erfahren Sie warum dieser Entscheid so wichtig fr die Wirtschaft ist.\nhttps://t.co/H7gZFOUk2H',2019-09-26 15:33:38+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}"
1177160971686731777,de,b'Das falsche Werkzeug fhrt nicht zum Ziel. Auch eine falsche Regulierung ist nicht nur wirkungslos oft ist sie sogar kontraproduktiv. schreibt Erich Herzog ber die Konzernverantwortungsinitiative. Inwiefern dies zutrifft lesen Sie im Blog. https://t.co/VbxlY5rrIt',2019-09-26 10:00:20+00:00,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}"
1176913263579320321,de,b'Der #Nationalrat setzt mit seinem Nein zur #Kndigungsinitiative ein klares Statement. \neconomiesuisse freut sich darber denn das Vertragspaket mit den #Bilateralen I bringt viele Vorteile mit sich. \nhttps://t.co/n6WB4ykEiA',2019-09-25 17:36:02+00:00,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}"
1174662241716752384,de,b'Die Geldflut der grossen Nationalbanken stiftet langfristig mehr Schaden als Nutzen. schreibt Rudolf Minsch ber die internationalen Zinssenkungen. Lesen Sie im neusten Blog weshalb das Zeitalter der geldpolitischen Experimente vorbei ist. #SNB #FED https://t.co/gXKY43buwx',2019-09-19 12:31:17+00:00,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}"
1172147016715198464,de,b'Es kam wie es kommen musste. Die #EuropischeZentralbank senkt die Zinsen um 0.1 Prozentpunkte auf neu -0.5 Prozent. Zustzlich will der Prsident Anleihen in Milliardenhhe kaufen. Dadurch werden sich die Verzerrungen im Markt weiter verschrfen. https://t.co/YEtpiy8KHg https://t.co/mRwOLxFQ6T',2019-09-12 13:56:40+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 2}"
1172062233372844032,de,b'Welchen Einfluss hat die #Digitalisierung auf die Beschftigung in der Schweiz? Eine neue Studie der KOF der ETH Zrich zeigt: Investieren Unternehmen in die Digitalisierung entstehen unter dem Strich mehr Stellen. #Arbeitsmarkt https://t.co/NjNF17nxbU',2019-09-12 08:19:46+00:00,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}"
1171785777384177664,de,b'Die #Kndigungsinitiative fordert dass die Schweiz das #Personenfreizgigkeitsabkommen mit den EU- und EFTA-Staaten kndet. Dies wrde den erfolgreichen #bilateralen Weg beenden und den Zugang zu unserem wichtigsten auslndischen Absatzmarkt verbauen.\nhttps://t.co/vQyztlHhZv',2019-09-11 14:01:14+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}"
1169937630261391360,de,b'Am Tag der Wirtschaft sind deutliche Worte zum politischen Kurs der Schweiz und ihrer Zukunft gefallen. Prsident Heinz Karrer zeigte auf weshalb der Wirtschaftsstandort zuletzt an Wettbewerbsfhigkeit eingebsst hat und wo der Hebel anzusetzen ist.\nhttps://t.co/PUirb7CXIi',2019-09-06 11:37:22+00:00,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}"
1169936200880271364,de,"b'BR Ueli Maurer in seiner Grussbotschaft der Landesregierung am #TdW19: ""Wenn wir Weltspitze bleiben wollen mssen wir rascher reagieren knnen und zwar alle!"" https://t.co/c3Fgp76OJj'",2019-09-06 11:31:41+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 7, 'quote_count': 1}"
1169923432504598529,de,b'Hitzige Debatte darber was der Wirtschaftsstandort Schweiz braucht um Weltspitze zu bleiben. Auf dem Podium diskutieren die Nationalrte @PetraGoessi @FDP_Liberalen Beat Jans @spschweiz @gerhardpfister @CVP_PDC und Albert Rsti @SVPch #TdW19 https://t.co/esd25RjtIS',2019-09-06 10:40:57+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
1169917167141314560,de,b'Spannendes Impulsreferat von Prof. David Dorn von der @UZH_ch ber die Wettbewerbsfhigkeit in einer globalisierten Wirtschaft am heutigen #TdW19 https://t.co/C03Hje16AO',2019-09-06 10:16:03+00:00,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}"
1169896520398753793,de,b'Der starke Franken lsst grssen erklrt Heinz Karrer in seiner Prsidialansprache in Bezug auf die Wettbewerbsfhigkeit der Schweiz. In vielen Rankings stnden wir ganz vorne. Aber: Die Schweiz hat an Wettbewerbsfhigkeit eingebsst. #TdW19',2019-09-06 08:54:00+00:00,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 9, 'quote_count': 1}"
1169896131842625537,de,b'Heinz Karrer spricht in seiner Prsidialansprache ber die geopolitische Lage. Kein Wunder werden die USA nervs sagt er ber den Handelskonflikt zwischen China und den USA. Es ginge ganz generell um sicherheitspolitische Bedenken. #TdW19 https://t.co/f0zyo7MXoC',2019-09-06 08:52:28+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
1169891961358012416,de,b'An ihrer heutigen Jahresversammlung haben die Mitglieder des Wirtschaftsdachverbands economiesuisse neun neue Vorstandsmitglieder gewhlt. Zudem heisst economiesuisse ein neues Mitglied willkommen: Cotecna Inspection SA. #TdW19\nhttps://t.co/yjhjvmgAIH',2019-09-06 08:35:53+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
1169889349380366338,de,b'Der Tag der Wirtschaft 2019 hat begonnen. Die Jahresversammlung von economiesuisse widmet sich dieses Mal dem Thema Die Schweiz muss Weltspitze bleiben!. Wir sind gespannt. #TdW19 #StageOne https://t.co/ftmnb0RTrp',2019-09-06 08:25:31+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}"
1169252109725966336,de,b'Der diesjhrige #Digitaltag hat sich mit den Mglichkeiten und Gefahren auseinandergesetzt welche die #Digitalisierung mit Blick auf den Klimawandel mit sich bringt. ber hundert Teilnehmer diskutierten mit @economiesuisse @dgt_switzerland und dem @wef \nhttps://t.co/jKITRCaCvr',2019-09-04 14:13:21+00:00,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}"
1168942700349014016,de,b'Rege Diskussionen finden derzeit an den Tischen statt. Die Diskutierenden bringen ihre Meinungen ein kennen aber auch selbst so einige Beispiele dafr dass die #Digitalisierung viele Chancen fr den Klimawandel bieten kann. #SwissDigitalDay #WirtschaftimDialog https://t.co/Ui67huEjS6',2019-09-03 17:43:52+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}"
1168931282753138690,de,b' #Digitalisierung ist Chance fr mehr Energieeffizienz.  Chefkonom Prof. Ruedi Minsch am World Cafe zum #SwissDigitalDay #WirtschaftimDialog https://t.co/E1F7KUl8Lc',2019-09-03 16:58:30+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}"
1168922032240844805,de,b'Grosse Ehre: Bundesrtin Simonetta Sommaruga macht den Auftakt. #SmartHome #SmartGrid #KuenstlicheIntelligenz etc. - die technischen Lsungen fr mehr Umweltschutz sind da oder werden entwickelt! #SwissDigitalDay https://t.co/1dTkOtH1UR',2019-09-03 16:21:44+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
1168918664969641986,de,b'Digitalisierung als Chance gegen den Klimawandel? Unser World Cafe ist angelaufen. Wir freuen uns den Dialog mit Bernerinnen und Berner! #SwissDigitalDay #WirtschaftimDialog https://t.co/XCKeWwk7ac',2019-09-03 16:08:21+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}"
1168912281578680320,de,b'Totgesagte leben bekanntlich lnger. Denn Bargeld hat eben auch Vorteile. findet Chefkonom Rudolf Minsch. Ob das Bargeld hierzulande bald ausgedient hat erfahren Sie im Blog: https://t.co/owdxIaK4kd',2019-09-03 15:42:59+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
1168910969495576576,de,b'Die Aussenpolitische Kommission hat das Freihandelsabkommen zwischen den EFTA-Staaten und Indonesien mit grosser Mehrheit dem Nationalrat zur Annahme empfohlen. Welche positiven Auswirkungen dies fr hier ansssige Unternehmen hat lesen Sie im Artikel: https://t.co/CEOARmmbLv',2019-09-03 15:37:47+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
1168529038618648576,de,b'Der Dollar bleibt stark obwohl die Auslnder den amerikanischen Konsum finanzieren. schreibt Chefkonom Rudolf Minsch in seinem neusten Blog zum aktuellen Handelsbilanzdefizit der USA.  \nErfahren Sie hier mehr ber die tatschlichen Ursachen:\nhttps://t.co/gMlim2OANu',2019-09-02 14:20:07+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
